hsk3.0	traditional	simplified	pinyin	translation
7-9	旭日	旭日	xù rì	the rising sun
7-9	序	序	xù	order, sequence, preface
7-9	序幕	序幕	xù mù	prologue
7-9	敘述	叙述	xùshù	narrate, recount, relate
7-9	酗酒	酗酒	xù jiǔ	heavy drinking, to get drunk, to drink to excess
7-9	續	续	xù	to continue, to replenish
7-9	絮叨	絮叨	xù dao	long-winded, garrulous, to talk endlessly without getting to the point
7-9	宣稱	宣称	xuānchēng	predicate, enounce, vouch, avow, make_out, lay_down, uphold, assert, declaration, make out, swan, pronounce, aver, swear, assertion, proclaim, certify, give_out, profession, declare, affirm, put forward, profess
7-9	宣讀	宣读	xuān dú	to read out loud to an audience, a prepared speech (e.g. to a party conference)
7-9	宣告	宣告	xuāngào	declare, proclaim
7-9	宣誓	宣誓	xuān shì	to swear an oath (of office), to make a vow
7-9	宣洩	宣泄	xuān xiè	to drain (by leading off water), to unburden oneself, to divulge, to leak a secret
7-9	宣言	宣言	xuān yán	declaration, manifesto
7-9	宣揚	宣扬	xuān yáng	to proclaim, to make public or well known
7-9	喧嘩	喧哗	xuān huá	hubbub, clamor, to make a racket
7-9	喧鬧	喧闹	xuān nào	to make a noise, noisy
7-9	玄	玄	xuán	black, mysterious
7-9	玄機	玄机	xuán jī	profound theory (in Daoism and Buddhism), mysterious principles
7-9	懸掛	悬挂	xuán guà	to suspend, to hang, (vehicle) suspension
7-9	懸念	悬念	xuán niàn	suspense in a movie, play etc, concern for sb's welfare
7-9	懸殊	悬殊	xuán shū	widely different, large disparity
7-9	懸崖	悬崖	xuán yá	precipice, overhanging cliff
7-9	旋律	旋律	xuánlù	air, chant, canto, melodic line, rhythm, strain, melodic phrase, melodic, melody, line, aria, movement, cantus, tonal pattern, tune, descant, note
7-9	旋渦	旋涡	xuán wō	spiral, whirlpool, eddy, vortex
7-9	選民	选民	xuǎnmín	elector, voter, constituent, constituency, vote, electorate
7-9	選項	选项	xuǎn xiàng	to make a choice (between several alternatives), a choice, an option, an alternative
7-9	選用	选用	xuǎnyòng	select and use/apply
7-9	炫耀	炫耀	xuànyào	show_off, prank, flourish, boast, show off, strut, sport, splurge, swank, flaunt, make a display of, feature, brandish, flash
7-9	削弱	削弱	xuē ruò	to weaken, to impair, to cripple
7-9	靴子	靴子	xuē zi	boots
7-9	穴位	穴位	xué wèi	acupuncture point
7-9	學歷	学历	xuélì	education, record of formal schooling, antecedents
7-9	學士	学士	xué shì	bachelor's degree, person holding a university degree
7-9	學說	学说	xuéshuō	theory, system, philosophy, school of thought, ism, doctrine, doctrinal, hypothesis
7-9	學堂	学堂	xué táng	college, school (old)
7-9	學業	学业	xuéyè	one's studies, schoolwork
7-9	學藝	学艺	xué yì	to learn a skill or art
7-9	學子	学子	xuézǐ	student, disciple
7-9	雪山	雪山	xuěshān	Snow mountain
7-9	雪上加霜	雪上加霜	xuě shàng jiā shuāng	to add hail to snow (idiom), one disaster on top of another, to make things worse in a bad situation
7-9	血脈	血脉	xuè mài	blood vessels
7-9	血栓	血栓	xuè shuān	blood clot, thrombosis
7-9	血壓	血压	xiěyā	blood pressure
7-9	血緣	血缘	xuè yuán	bloodline
7-9	勛章	勋章	xūn zhāng	medal, decoration
7-9	薰	熏	xūn	fragrance, warm, to educate, variant of 熏[xun1], to smoke, to fumigate
7-9	薰陶	熏陶	xūn táo	to seep in, to influence, to nurture, influence, training
7-9	尋	寻	xún	try to find, look for, seek, search
7-9	尋常	寻常	xún cháng	usual, common, ordinary
7-9	尋覓	寻觅	xún mì	to look for
7-9	巡邏	巡逻	xúnluó	patrol
7-9	循序漸進	循序渐进	xún xù jiàn jìn	in sequence, step by step (idiom), to make steady progress incrementally
7-9	訓	训	xùn	to teach, to train, to admonish, instruction (from superiors), teachings, rule
7-9	馴	驯	xùn	to attain gradually, to tame, Taiwan pr. [xun2]
7-9	遜色	逊色	xùn sè	inferior (often in the combination 毫無遜色|毫无逊色, not in the least inferior)
7-9	丫頭	丫头	yā tou	girl, servant girl, (used deprecatingly, but sometimes also as a term of endearment)
7-9	壓倒	压倒	yā dǎo	to overwhelm, to overpower, overwhelming
7-9	壓縮	压缩	yāsuō	reduce, pack together, compact, encapsulate, cut down, compressed, constrict, reduction, shrink, condensation, compress, condense, strangulate, compression
7-9	壓抑	压抑	yāyì	constrain, inhibit
7-9	壓制	压制	yāzhì	suppress, stifle, inhibit, press
7-9	押	押	yā	to mortgage, to pawn, to detain in custody, to escort and protect, (literary) to sign
7-9	鴉雀無聲	鸦雀无声	yā què wú shēng	lit. crow and peacock make no sound, absolute silence (idiom), not a single voice can be heard, absolute silence
7-9	牙齒	牙齿	yáchǐ	ivory, grinder, snapper, chopper, masticator, dental, teeth, pearly, peg, dens, tooth
7-9	牙膏	牙膏	yá gāo	toothpaste, CL:管[guan3]
7-9	芽	芽	yá	bud, sprout
7-9	啞	哑	yǎ	(onom.) sound of cawing, sound of infant learning to talk, variant of 呀[ya1], dumb, mute, hoarse, husky, unexploded (of artillery shell etc)
7-9	咽喉	咽喉	yān hoú	throat
7-9	煙囪	烟囱	yān cōng	chimney
7-9	煙火	烟火	yān huǒ	smoke and fire, fireworks
7-9	淹	淹	yān	to flood, to submerge, to drown, to irritate the skin (of liquids), to delay
7-9	延	延	yán	surname Yan, to prolong, to extend, to delay
7-9	延緩	延缓	yán huǎn	to defer, to postpone, to put off, to retard, to slow sth down
7-9	延誤	延误	yán wu	to delay, to be held up, to miss (an opportunity), delay, holdup
7-9	嚴謹	严谨	yánjǐn	rigorous, strict, compact, well-knit
7-9	嚴禁	严禁	yán jìn	to strictly prohibit
7-9	嚴峻	严峻	yán jùn	grim, severe, rigorous
7-9	嚴密	严密	yán mì	strict, tight (organization, surveillance etc)
7-9	言辭	言辞	yán cí	words, expression, what one says
7-9	言論	言论	yánlùn	lecture, open discussion, talking to, speech
7-9	言行	言行	yánxíng	words and deeds
7-9	岩石	岩石	yánshí	muck, chimney, rock, petrous, stone
7-9	炎熱	炎热	yánrè	scorching/blazing hot
7-9	炎症	炎症	yán zhèng	inflammation
7-9	沿岸	沿岸	yánàn	coast, banks, seacoast, bank
7-9	沿途	沿途	yántú	on the way, throughout a journey
7-9	沿線	沿线	yán xiàn	along the line (e.g. railway), the region near the line
7-9	研討	研讨	yántǎo	deliberate, discuss
7-9	閻王	阎王	Yán wáng	same as 閻羅王|阎罗王, Yama, King of Hell, translation of Sanskrit: Yama Raja
7-9	衍生	衍生	yǎnshēng	derive, form
7-9	掩蓋	掩盖	yǎn gài	to conceal, to hide behind, to cover up
7-9	掩護	掩护	yǎn hù	to screen, to shield, to cover, protection, cover, CL:面[mian4]
7-9	掩飾	掩饰	yǎnshì	cover up, gloss over
7-9	眼紅	眼红	yǎn hóng	to covet, envious, jealous, green with envy, infuriated, furious
7-9	眼界	眼界	yǎn jiè	ken, scope
7-9	眼色	眼色	yǎn sè	signal made with one's eyes, meaningful glance
7-9	眼神	眼神	yǎnshén	eye, expression in one's eyes, sight, eyesight
7-9	眼下	眼下	yǎn xià	now, at present, subocular (medicine)
7-9	演變	演变	yǎnbiàn	transmute
7-9	演播室	演播室	yǎn bō shì	broadcasting studio
7-9	演技	演技	yǎn jì	acting, performing skills
7-9	演練	演练	yǎn liàn	drill, practice
7-9	演示	演示	yǎn shì	to demonstrate, to show, presentation, demonstration
7-9	演說	演说	yǎnshuō	speech, address
7-9	演習	演习	yǎn xí	maneuver, exercise, practice, to maneuver
7-9	演戲	演戏	yǎnxì	pretence, roleplay, playact, act, act in a play, playacting, put on a play, put on or act in a play, pretend, play act, play
7-9	演藝圈	演艺圈	yǎn yì quān	show business
7-9	演繹	演绎	yǎn yì	(of a story etc) to unfold, to play out, to develop (a technique etc), to enact, (logic) to deduce, to infer
7-9	厭煩	厌烦	yàn fán	bored, fed up with sth, sick of sth
7-9	厭倦	厌倦	yàn juàn	to be weary of, to be fed up with, tedious
7-9	嚥	咽	yān, yàn, yè, yàn	narrow pass, throat, pharynx, to swallow, to choke (in crying)
7-9	艷麗	艳丽	yàn lì	gorgeous, garish and beautiful
7-9	驗	验	yàn	to examine, to test, to check
7-9	驗收	验收	yàn shoū	to inspect and accept, acceptance
7-9	驗證	验证	yànzhèng	test and verify
7-9	焰火	焰火	yàn huǒ	fireworks
7-9	燕子	燕子	yànzi	barn_swallow, swallow
7-9	秧歌	秧歌	yāng ge	Yangge, a popular rural folk dance
7-9	敭	扬	yáng	to raise, to hoist, the action of tossing or winnowing, scattering (in the wind), to flutter, to propagate, abbr. for 揚州|扬州[Yang2 zhou1], surname Yang, variant of 揚|扬[yang2]
7-9	陽性	阳性	yáng xìng	positive, masculine
7-9	楊樹	杨树	yáng shù	poplar tree, various trees of genus Populus
7-9	洋溢	洋溢	yángyì	reek, brim with, be permeated with, overflow
7-9	養活	养活	yǎng huo	to provide for, to keep (animals, a family etc), to raise animals, to feed and clothe, support, the necessities of life, to give birth
7-9	養老金	养老金	yǎng lǎo jīn	pension
7-9	養老院	养老院	yǎng lǎo yuàn	nursing home
7-9	養生	养生	yǎng shēng	to maintain good health, to raise a child or animal, curing (of concrete etc)
7-9	養殖	养殖	yǎng zhí	to cultivate, cultivation, to further, to encourage
7-9	氧	氧	yǎng	oxygen (chemistry)
7-9	癢	痒	yǎng	to itch, to tickle
7-9	樣本	样本	yàng běn	sample, specimen
7-9	樣品	样品	yàng pǐn	sample, specimen
7-9	妖怪	妖怪	yāo guài	monster, devil
7-9	邀	邀	yāo	invite
7-9	窰	窑	yáo	kiln, oven, coal pit, cave dwelling, (coll.) brothel, variant of 窯|窑[yao2]
7-9	謠言	谣言	yáo yán	rumor
7-9	搖擺	摇摆	yáo bǎi	to sway, to wobble, to waver
7-9	搖滾	摇滚	yáo gǔn	rock 'n' roll (music), to rock, to fall off
7-9	搖晃	摇晃	yáo huàng	to rock, to shake, to sway
7-9	搖籃	摇篮	yáo lán	cradle
7-9	搖搖欲墜	摇摇欲坠	yáo yáo yù zhuì	tottering, on the verge of collapse
7-9	遙控	遥控	yáo kòng	remote control
7-9	遙遠	遥远	yáoyuǎn	distant, faraway, remote
7-9	藥材	药材	yào cái	drug ingredients
7-9	藥方	药方	yào fāng	prescription
7-9	要不	要不	yào bù	otherwise, or else, how about...?, either... (or...)
7-9	要不是	要不是	yào bu shì	if it were not for, but for
7-9	要點	要点	yàodiǎn	nub, head, essentials, highlight, core, effect, message, issue, detail, key strongpoint, kernel, hinge, upshot, best, capitulation, item, essential, point, salient point, substance, outline, main points, crux, essence, burden, knot, salience, pith, pivot, sum, marrow, gist
7-9	要害	要害	yào hài	vital part, (fig.) key point, crucial
7-9	要緊	要紧	yào jǐn	important, urgent
7-9	要領	要领	yào lǐng	main aspects, essentials, gist
7-9	要命	要命	yào mìng	to cause sb's death, very, extremely, frightening, annoying
7-9	要強	要强	yào qiáng	eager to excel, eager to get ahead in life, strong-minded
7-9	鑰匙	钥匙	yàoshi5	key
7-9	耀眼	耀眼	yào yǎn	to dazzle, dazzling
7-9	椰子	椰子	yē zi	coconut
7-9	也就是說	也就是说	yějiùshìshuō	i.e.
7-9	野餐	野餐	yě cān	picnic, to have a picnic
7-9	野炊	野炊	yěchuī	Picnic
7-9	野蠻	野蛮	yě mán	barbarous, uncivilized
7-9	野獸	野兽	yě shoù	beast, wild animal
7-9	野外	野外	yěwài	air, out-of-doors, open, outdoors, open air, open country, balefire, field
7-9	野心	野心	yěxīn	greed, careerism, ambition, ambitiousness, wild ambition
7-9	野營	野营	yě yíng	to camp, field lodgings
7-9	業	业	yè	surname Ye, line of business, industry, occupation, job, employment, school studies, enterprise, property, (Buddhism) karma, deed, to engage in, already
7-9	業績	业绩	yèjī	achievement
7-9	夜班	夜班	yè bān	night shift
7-9	夜市	夜市	yèshì	night market
7-9	夜晚	夜晚	yè wǎn	night, CL:個|个[ge4]
7-9	夜校	夜校	yè xiào	evening school, night school
7-9	夜以繼日	夜以继日	yè yǐ jì rì	night and day (idiom), continuous strenuous effort
7-9	夜總會	夜总会	yè zǒng huì	nightclub, nightspot
7-9	液晶	液晶	yè jīng	liquid crystal
7-9	液體	液体	yè tǐ	liquid
7-9	一把手	一把手	yī bǎ shoǔ	working hand, member of a work team, participant
7-9	一線	一线	yī xiàn	front line
7-9	一一	一一	yīyī	one_by_one, one after another, one at a time, one by one
7-9	伊斯蘭教	伊斯兰教	Yī sī lán jiào	Islam
7-9	衣食住行	衣食住行	yī shí zhù xíng	clothing, food, housing and transport (idiom), people's basic needs
7-9	醫務	医务	yī wù	medical affairs
7-9	依	依	yī	according to, judging by
7-9	依託	依托	yī tuō	to rely on, to depend on
7-9	依依不捨	依依不舍	yī yī bù shě	reluctant to part (idiom), broken-hearted at having to leave
7-9	一不小心	一不小心	yībuxiǎoxīn	Unclear
7-9	一剎那	一刹那	yīchànuó	a very short time, tick, trice, a moment, shake
7-9	一大早	一大早	yī dà zǎo	at dawn, at first light, first thing in the morning
7-9	一動不動	一动不动	yī dòng bù dòng	motionless
7-9	一度	一度	yīdù	once
7-9	一概	一概	yī gài	all, without any exceptions, categorically
7-9	一概而論	一概而论	yī gài ér lùn	to lump different matters together (idiom)
7-9	一個勁兒	一个劲儿	yīgèjìnr	continuously, persistently, incessantly, erhua variant of 一個勁|一个劲[yi1 ge4 jin4]
7-9	一晃	一晃	yī huǎng	(of passing time) in an instant, (of a sight) in a flash
7-9	一技之長	一技之长	yī jì zhī cháng	proficiency in a particular field (idiom), skill in a specialized area (idiom)
7-9	一面	一面	yīmiàn	at the same time, simultaneously
7-9	一目瞭然	一目了然	yī mù liǎo rán	obvious at a glance (idiom)
7-9	一事無成	一事无成	yī shì wú chéng	to have achieved nothing, to be a total failure, to get nowhere
7-9	一瞬間	一瞬间	yī shùn jiān	split second
7-9	一味	一味	yīwèi	blindly, stubbornly
7-9	一系列	一系列	yī xì liè	a series of, a string of
7-9	一陣	一阵	yī zhèn	a burst, a fit, a peal, a spell (period of time)
7-9	儀表	仪表	yí biǎo	appearance, bearing, meter (i.e. measuring instrument)
7-9	恰然自得	恰然自得	qiàrán zìdé	Just like
7-9	姨	姨	yí	mother's sister, aunt
7-9	移交	移交	yí jiāo	to transfer, to hand over
7-9	移植	移植	yízhí	transplant, graft
7-9	遺留	遗留	yí liú	to leave behind, to hand down
7-9	遺棄	遗弃	yí qì	to leave, to abandon
7-9	遺體	遗体	yí tǐ	remains (of a dead person)
7-9	遺忘	遗忘	yíwàng	misplace, bury, neglect, leave behind, escape, leave, elude, mislay, leave_behind, forget
7-9	遺物	遗物	yíwù	hangover, legacy, survival, memento, survivor, things left behind by the deceased, holdover, souvenir, keepsake, reliquiae, things left by deceased, remnant
7-9	遺願	遗愿	yí yuàn	final wishes of the departed
7-9	遺址	遗址	yízhǐ	ruins, remains, monument, relics
7-9	遺囑	遗嘱	yí zhǔ	testament, will
7-9	疑點	疑点	yí diǎn	a doubtful point
7-9	疑惑	疑惑	yíhuò	be perplexed, be uncertain
7-9	疑慮	疑虑	yílù	misgivings, doubts
7-9	以	以	yǐ	using, taking, from a point on, because of
7-9	以免	以免	yǐmiǎn	conj.: in order to avoid, so as not to
7-9	以身作則	以身作则	yǐ shēn zuò zé	to set an example (idiom), to serve as a model
7-9	以至於	以至于	yǐzhìyū	conj.: down/up to, to such an extent as to..., so...that...
7-9	以致	以致	yǐzhì	conj.: so that, with the result that
7-9	矣	矣	yǐ	particle: used in classical Chinese to express exclamation
7-9	倚	倚	yǐ	to lean on, to rely upon
7-9	一長一短	一长一短	yīzhǎngyīduǎn	A long one
7-9	一成不變	一成不变	yī chéng bù biàn	nothing much changes (idiom), always the same, stuck in a rut
7-9	一籌莫展	一筹莫展	yī choú mò zhǎn	to be unable to find a solution, to be at wits' end
7-9	一帆風順	一帆风顺	yī fān fēng shùn	propitious wind throughout the journey (idiom), plain sailing, to go smoothly, have a nice trip!
7-9	一乾二淨	一干二净	yī gān èr jìng	thoroughly (idiom), completely, one and all, very clean
7-9	一鼓作氣	一鼓作气	yī gǔ zuò qì	in a spurt of energy
7-9	一鍋粥	一锅粥	yī guō zhoū	(lit.) a pot of porridge, (fig.) a complete mess
7-9	一回事	一回事	yī huí shì	one thing, the same as
7-9	一家人	一家人	yìjiārén	house
7-9	一經	一经	yījīng	Once
7-9	一舉	一举	yī jǔ	a move, an action, in one move, at a stroke, in one go
7-9	一舉一動	一举一动	yī jǔ yī dòng	every movement, each and every move
7-9	一卡通	一卡通	Yī kǎ tōng	Yikatong (Beijing public transport smart card)
